gene1	gene2	goIds1	goIds2
hsa:2547	hsa:5591	['GO:0045892', 'GO:0097680', 'GO:0000723', 'GO:0071480', 'GO:0045944', 'GO:0045860', 'GO:0002218', 'GO:0048660', 'GO:0045893', 'GO:0000725', 'GO:0006266', 'GO:0006303']	['GO:0036211', 'GO:0006302', 'GO:2001034', 'GO:0006468', 'GO:0045944', 'GO:0097681', 'GO:0160049', 'GO:0000460', 'GO:0016233', 'GO:0043066', 'GO:0032869', 'GO:0018105', 'GO:0006303', 'GO:0018107', 'GO:0034462', 'GO:0006974', 'GO:0002218', 'GO:0048660', 'GO:0050678', 'GO:0031571']
hsa:2547	hsa:64421	['GO:0045892', 'GO:0097680', 'GO:0000723', 'GO:0071480', 'GO:0045944', 'GO:0045860', 'GO:0002218', 'GO:0048660', 'GO:0045893', 'GO:0000725', 'GO:0006266', 'GO:0006303']	['GO:0006303']
hsa:2547	hsa:4361	['GO:0045892', 'GO:0097680', 'GO:0000723', 'GO:0071480', 'GO:0045944', 'GO:0045860', 'GO:0002218', 'GO:0048660', 'GO:0045893', 'GO:0000725', 'GO:0006266', 'GO:0006303']	['GO:0006302', 'GO:0044818', 'GO:0032206', 'GO:0000724', 'GO:0000019', 'GO:0006310', 'GO:0007062', 'GO:0007004', 'GO:0043066', 'GO:0007131', 'GO:0006303', 'GO:0033674', 'GO:0006281', 'GO:0031860', 'GO:0006974', 'GO:0110025', 'GO:0031954', 'GO:0035825', 'GO:0000729', 'GO:0032508']
hsa:7518	hsa:3981	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0006302', 'GO:0097680', 'GO:0051103', 'GO:2001252', 'GO:0006297', 'GO:0071479', 'GO:0010165', 'GO:0000012', 'GO:0033151', 'GO:0075713', 'GO:0006266', 'GO:0006303']
hsa:7518	hsa:27343	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0006289', 'GO:0000724', 'GO:0071897', 'GO:0006287', 'GO:0006303']
hsa:7518	hsa:1791	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0006259']
hsa:7518	hsa:2547	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0045892', 'GO:0097680', 'GO:0000723', 'GO:0071480', 'GO:0045944', 'GO:0045860', 'GO:0002218', 'GO:0048660', 'GO:0045893', 'GO:0000725', 'GO:0006266', 'GO:0006303']
hsa:7518	hsa:2237	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']
hsa:7518	hsa:10111	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0033674', 'GO:0007004', 'GO:0000019', 'GO:0006310', 'GO:0006281', 'GO:0000723', 'GO:0006302', 'GO:0031860', 'GO:0006974', 'GO:0044818', 'GO:0032206', 'GO:0110025', 'GO:0031954', 'GO:0035825', 'GO:0000729', 'GO:0032508', 'GO:0007131', 'GO:1904354']
hsa:7518	hsa:79840	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0030217', 'GO:0010212', 'GO:0051103', 'GO:0033152', 'GO:0030183', 'GO:0006303']
hsa:7518	hsa:27434	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0006303']
hsa:7518	hsa:7520	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0006310', 'GO:0034462', 'GO:0043085', 'GO:0045892', 'GO:0006302', 'GO:0051973', 'GO:0071480', 'GO:0006974', 'GO:0070198', 'GO:0032204', 'GO:0002218', 'GO:0048660', 'GO:0000725', 'GO:1904430', 'GO:0032212', 'GO:0045860', 'GO:0006303']
hsa:7518	hsa:5591	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0036211', 'GO:0006302', 'GO:2001034', 'GO:0006468', 'GO:0045944', 'GO:0097681', 'GO:0160049', 'GO:0000460', 'GO:0016233', 'GO:0043066', 'GO:0032869', 'GO:0018105', 'GO:0006303', 'GO:0018107', 'GO:0034462', 'GO:0006974', 'GO:0002218', 'GO:0048660', 'GO:0050678', 'GO:0031571']
hsa:7518	hsa:64421	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0006303']
hsa:7518	hsa:4361	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']	['GO:0006302', 'GO:0044818', 'GO:0032206', 'GO:0000724', 'GO:0000019', 'GO:0006310', 'GO:0007062', 'GO:0007004', 'GO:0043066', 'GO:0007131', 'GO:0006303', 'GO:0033674', 'GO:0006281', 'GO:0031860', 'GO:0006974', 'GO:0110025', 'GO:0031954', 'GO:0035825', 'GO:0000729', 'GO:0032508']
hsa:2237	hsa:3981	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0006302', 'GO:0097680', 'GO:0051103', 'GO:2001252', 'GO:0006297', 'GO:0071479', 'GO:0010165', 'GO:0000012', 'GO:0033151', 'GO:0075713', 'GO:0006266', 'GO:0006303']
hsa:2237	hsa:27343	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0006289', 'GO:0000724', 'GO:0071897', 'GO:0006287', 'GO:0006303']
hsa:2237	hsa:1791	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0006259']
hsa:2237	hsa:2547	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0045892', 'GO:0097680', 'GO:0000723', 'GO:0071480', 'GO:0045944', 'GO:0045860', 'GO:0002218', 'GO:0048660', 'GO:0045893', 'GO:0000725', 'GO:0006266', 'GO:0006303']
hsa:2237	hsa:7518	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']
hsa:2237	hsa:10111	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0033674', 'GO:0007004', 'GO:0000019', 'GO:0006310', 'GO:0006281', 'GO:0000723', 'GO:0006302', 'GO:0031860', 'GO:0006974', 'GO:0044818', 'GO:0032206', 'GO:0110025', 'GO:0031954', 'GO:0035825', 'GO:0000729', 'GO:0032508', 'GO:0007131', 'GO:1904354']
hsa:2237	hsa:79840	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0030217', 'GO:0010212', 'GO:0051103', 'GO:0033152', 'GO:0030183', 'GO:0006303']
hsa:2237	hsa:27434	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0006303']
hsa:2237	hsa:7520	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0006310', 'GO:0034462', 'GO:0043085', 'GO:0045892', 'GO:0006302', 'GO:0051973', 'GO:0071480', 'GO:0006974', 'GO:0070198', 'GO:0032204', 'GO:0002218', 'GO:0048660', 'GO:0000725', 'GO:1904430', 'GO:0032212', 'GO:0045860', 'GO:0006303']
hsa:2237	hsa:5591	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0036211', 'GO:0006302', 'GO:2001034', 'GO:0006468', 'GO:0045944', 'GO:0097681', 'GO:0160049', 'GO:0000460', 'GO:0016233', 'GO:0043066', 'GO:0032869', 'GO:0018105', 'GO:0006303', 'GO:0018107', 'GO:0034462', 'GO:0006974', 'GO:0002218', 'GO:0048660', 'GO:0050678', 'GO:0031571']
hsa:2237	hsa:64421	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0006303']
hsa:2237	hsa:4361	['GO:0000724', 'GO:0032201', 'GO:0006281', 'GO:0006302', 'GO:0009650', 'GO:0090304', 'GO:0043137', 'GO:0006287', 'GO:0006260', 'GO:0045876']	['GO:0006302', 'GO:0044818', 'GO:0032206', 'GO:0000724', 'GO:0000019', 'GO:0006310', 'GO:0007062', 'GO:0007004', 'GO:0043066', 'GO:0007131', 'GO:0006303', 'GO:0033674', 'GO:0006281', 'GO:0031860', 'GO:0006974', 'GO:0110025', 'GO:0031954', 'GO:0035825', 'GO:0000729', 'GO:0032508']
hsa:10111	hsa:3981	['GO:0033674', 'GO:0007004', 'GO:0000019', 'GO:0006310', 'GO:0006281', 'GO:0000723', 'GO:0006302', 'GO:0031860', 'GO:0006974', 'GO:0044818', 'GO:0032206', 'GO:0110025', 'GO:0031954', 'GO:0035825', 'GO:0000729', 'GO:0032508', 'GO:0007131', 'GO:1904354']	['GO:0006302', 'GO:0097680', 'GO:0051103', 'GO:2001252', 'GO:0006297', 'GO:0071479', 'GO:0010165', 'GO:0000012', 'GO:0033151', 'GO:0075713', 'GO:0006266', 'GO:0006303']
hsa:10111	hsa:27343	['GO:0033674', 'GO:0007004', 'GO:0000019', 'GO:0006310', 'GO:0006281', 'GO:0000723', 'GO:0006302', 'GO:0031860', 'GO:0006974', 'GO:0044818', 'GO:0032206', 'GO:0110025', 'GO:0031954', 'GO:0035825', 'GO:0000729', 'GO:0032508', 'GO:0007131', 'GO:1904354']	['GO:0006289', 'GO:0000724', 'GO:0071897', 'GO:0006287', 'GO:0006303']
hsa:10111	hsa:1791	['GO:0033674', 'GO:0007004', 'GO:0000019', 'GO:0006310', 'GO:0006281', 'GO:0000723', 'GO:0006302', 'GO:0031860', 'GO:0006974', 'GO:0044818', 'GO:0032206', 'GO:0110025', 'GO:0031954', 'GO:0035825', 'GO:0000729', 'GO:0032508', 'GO:0007131', 'GO:1904354']	['GO:0006259']
hsa:10111	hsa:2547	['GO:0033674', 'GO:0007004', 'GO:0000019', 'GO:0006310', 'GO:0006281', 'GO:0000723', 'GO:0006302', 'GO:0031860', 'GO:0006974', 'GO:0044818', 'GO:0032206', 'GO:0110025', 'GO:0031954', 'GO:0035825', 'GO:0000729', 'GO:0032508', 'GO:0007131', 'GO:1904354']	['GO:0045892', 'GO:0097680', 'GO:0000723', 'GO:0071480', 'GO:0045944', 'GO:0045860', 'GO:0002218', 'GO:0048660', 'GO:0045893', 'GO:0000725', 'GO:0006266', 'GO:0006303']
hsa:10111	hsa:7518	['GO:0033674', 'GO:0007004', 'GO:0000019', 'GO:0006310', 'GO:0006281', 'GO:0000723', 'GO:0006302', 'GO:0031860', 'GO:0006974', 'GO:0044818', 'GO:0032206', 'GO:0110025', 'GO:0031954', 'GO:0035825', 'GO:0000729', 'GO:0032508', 'GO:0007131', 'GO:1904354']	['GO:0006302', 'GO:0051351', 'GO:0051103', 'GO:1990166', 'GO:0010165', 'GO:0006303']
